Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Helmet_Worn,Seatbelt_Worn,Driver_Age,Driver_Gender,Number_of_Passengers,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,License_Type,Issuing_Agency,License_Validity,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT000096,Drunk Driving,1248,Chhattisgarh,2020-01-16,17:51:15,Bus,Yellow,2007,Tamil Nadu,NA,Yes,52,Male,37,8,Clear,Wet,OFF6435,Permanent,RTO Enforcement,Cancelled,Green,65,118,0.0,Not Applied,No,No,Pending,Yes,16,First Violation
VLT000097,Illegal U Turn,564,Rajasthan,2020-01-17,23:02:09,Auto-Rickshaw,White,1993,Tamil Nadu,NA,NA,62,Male,0,4,Foggy,Potholes,OFF1209,Commercial,City Traffic Police,Valid,Red,90,124,0.02,Negative,No,No,Pending,No,8,Repeat Offender
VLT000098,Drunk Driving,1248,Goa,2020-01-17,09:53:31,Auto-Rickshaw,Yellow,2004,Himachal Pradesh,NA,NA,41,Male,0,0,Clear,Wet,OFF6631,Commercial,City Traffic Police,Expired,Yellow,101,113,0.02,Negative,No,No,Pending,Yes,13,Fine Paid On Spot
VLT000099,No Parking,1211,Uttar Pradesh,2020-01-17,03:10:32,Electric Scooter,White,2018,Arunachal Pradesh,No,NA,23,Male,0,8,Foggy,Under Construction,OFF2235,Permanent,RTO Enforcement,Valid,Yellow,32,143,0.14,Positive,Yes,No,Pending,No,16,Warning Issued
VLT000100,Mobile Phone Usage,4776,Andaman & Nicobar,2020-01-17,00:11:48,Truck,Other,2016,Haryana,NA,Yes,35,Male,3,3,Windy,Wet,OFF5366,Commercial,Highway Patrol,Valid,Green,52,112,0.0,Not Applied,No,No,Pending,No,7,Warning Issued
VLT000101,No Parking,1211,Haryana,2020-01-17,07:17:57,Electric Scooter,Yellow,1991,Assam,No,NA,39,Female,0,6,Snowy,Potholes,OFF7001,Commercial,RTO Enforcement,Expired,Green,37,177,0.0,Not Applied,Yes,Yes,Online,No,2,Warning Issued
VLT000102,Red Light Violation,3383,Telangana,2020-01-17,11:15:05,Pickup,Black,2011,Haryana,NA,Yes,75,Male,3,7,Windy,Dry,OFF3471,Commercial,Special Task Force,Expired,Yellow,32,192,0.0,Not Applied,No,No,Pending,No,2,Fine Paid On Spot
VLT000103,Driving Without License,4922,Tamil Nadu,2020-01-17,09:04:45,Electric Scooter,Orange,2011,Andhra Pradesh,No,NA,58,Male,0,7,Clear,Potholes,OFF2855,Permanent,Special Task Force,Valid,Green,42,25,0.02,Negative,Yes,Yes,Online,Yes,1,Warning Issued
VLT000104,Overspeeding,3662,Goa,2020-01-17,09:04:22,Bus,Grey,2014,Maharashtra,NA,Yes,73,Male,37,1,Foggy,Dry,OFF9603,Permanent,RTO Enforcement,Valid,Red,67,27,0.0,Not Applied,No,No,Pending,No,19,Warning Issued
VLT000105,Overspeeding,3662,Karnataka,2020-01-18,02:43:12,Motorcycle,Yellow,2011,Andhra Pradesh,Yes,NA,50,Male,1,6,Clear,Wet,OFF1092,Permanent,Special Task Force,Valid,Yellow,118,112,0.0,Not Applied,No,Yes,Online,No,11,Fine Paid On Spot
VLT000106,Driving Without License,4922,Odisha,2020-01-18,11:51:34,Truck,Other,1994,Maharashtra,NA,Yes,66,Male,3,7,Foggy,Dry,OFF8463,Permanent,Highway Patrol,Valid,Red,78,119,0.02,Negative,Yes,No,Pending,Yes,19,Repeat Offender
VLT000107,Driving Without License,4922,Maharashtra,2020-01-18,23:38:44,Bus,Silver,2003,Gujarat,NA,Yes,75,Male,37,5,Foggy,Dry,OFF2969,Commercial,City Traffic Police,Cancelled,Red,92,37,0.0,Not Applied,Yes,Yes,Online,Yes,1,Fine Paid On Spot
VLT000108,Illegal U Turn,564,Telangana,2020-01-18,03:21:04,E-Rickshaw,Other,2014,Daman & Diu,NA,NA,43,Other,2,5,Clear,Dry,OFF1397,Permanent,City Traffic Police,Suspended,Green,28,37,0.14,Positive,No,No,Pending,No,10,Repeat Offender
VLT000109,Driving Without License,4922,Uttar Pradesh,2020-01-18,15:16:38,Car,White,1996,Meghalaya,NA,No,56,Male,2,1,Rainy,Dry,OFF8501,Permanent,Highway Patrol,Expired,Red,28,3,0.02,Negative,Yes,No,Pending,Yes,5,First Violation
VLT000110,Red Light Violation,3383,Tamil Nadu,2020-01-18,03:36:31,Scooty,Brown,1990,West Bengal,No,NA,37,Other,0,7,Foggy,Wet,OFF8001,Commercial,Special Task Force,Suspended,Green,72,2,0.02,Negative,No,Yes,Online,No,15,First Violation
VLT000111,Overspeeding,3662,Bihar,2020-01-18,06:36:18,Car,Silver,1992,Jharkhand,NA,No,53,Male,2,5,Windy,Wet,OFF2488,Learner,Highway Patrol,Expired,Yellow,108,163,0.14,Positive,No,Yes,Online,No,13,First Violation
VLT000112,Drunk Driving,1248,Tamil Nadu,2020-01-19,21:07:14,E-Rickshaw,Silver,2016,Chandigarh,NA,NA,31,Other,2,6,Clear,Wet,OFF7330,Commercial,Highway Patrol,Valid,Red,40,97,0.0,Not Applied,No,No,Pending,Yes,12,Warning Issued
VLT000113,Driving Without License,4922,Punjab,2020-01-20,08:43:27,E-Rickshaw,Green,2011,Bihar,NA,NA,42,Female,2,5,Clear,Dry,OFF7051,Commercial,RTO Enforcement,Expired,Red,69,115,0.02,Negative,Yes,Yes,Online,Yes,20,Warning Issued
VLT000114,Illegal U Turn,564,Goa,2020-01-20,00:02:47,Electric Scooter,Yellow,2012,Lakshadweep,No,NA,59,Male,0,7,Clear,Potholes,OFF7582,Permanent,Highway Patrol,Valid,Yellow,59,39,0.02,Negative,No,Yes,Online,No,19,First Violation
VLT000115,Overspeeding,3662,Sikkim,2020-01-21,11:04:06,Car,Green,1999,Mizoram,NA,No,25,Male,2,3,Windy,Under Construction,OFF1008,Permanent,Highway Patrol,Cancelled,Green,109,161,0.02,Negative,No,No,Pending,No,6,First Violation
VLT000116,Mobile Phone Usage,4776,Puducherry,2020-01-21,22:09:01,Truck,Brown,2017,Sikkim,NA,Yes,61,Other,3,8,Windy,Potholes,OFF8751,Permanent,RTO Enforcement,Valid,Green,25,109,0.0,Not Applied,No,Yes,Online,No,2,First Violation
VLT000117,Illegal U Turn,564,Sikkim,2020-01-21,18:58:48,Electric Scooter,Yellow,2013,Maharashtra,No,NA,55,Male,0,3,Clear,Under Construction,OFF6275,Commercial,RTO Enforcement,Valid,Red,73,104,0.14,Positive,No,Yes,Online,No,9,Repeat Offender
VLT000118,Driving Without License,4922,Manipur,2020-01-21,10:26:59,Pickup,Red,2003,West Bengal,NA,Yes,41,Male,3,8,Foggy,Wet,OFF1843,Commercial,Special Task Force,Cancelled,Green,68,21,0.0,Not Applied,Yes,No,Pending,Yes,1,Repeat Offender
VLT000119,Mobile Phone Usage,4776,Arunachal Pradesh,2020-01-21,05:53:57,Motorcycle,Grey,2001,Jharkhand,Yes,NA,50,Male,1,8,Clear,Dry,OFF4747,Permanent,Highway Patrol,Valid,Green,26,117,0.02,Negative,No,No,Pending,No,6,First Violation
VLT000120,Driving Without License,4922,Lakshadweep,2020-01-21,22:02:30,Car,Brown,1998,Tamil Nadu,NA,No,39,Male,2,3,Windy,Potholes,OFF7682,Permanent,Special Task Force,Valid,Yellow,51,83,0.0,Not Applied,Yes,Yes,Online,Yes,4,Repeat Offender
VLT000121,Drunk Driving,1248,Delhi,2020-01-21,20:22:50,Motorcycle,Grey,2012,Tamil Nadu,Yes,NA,53,Male,1,5,Rainy,Dry,OFF4911,Learner,City Traffic Police,Valid,Green,105,17,0.14,Positive,No,Yes,Online,Yes,12,Fine Paid On Spot
VLT000122,Mobile Phone Usage,4776,Himachal Pradesh,2020-01-21,13:58:35,Tractor,White,2008,Tamil Nadu,NA,NA,73,Other,0,2,Clear,Dry,OFF4610,Commercial,City Traffic Police,Suspended,Yellow,58,72,0.0,Not Applied,No,No,Pending,No,9,First Violation
VLT000123,Overspeeding,3662,Madhya Pradesh,2020-01-21,06:03:05,Car,Other,2016,Manipur,NA,No,64,Other,2,1,Clear,Potholes,OFF6044,Permanent,Special Task Force,Expired,Red,67,93,0.02,Negative,No,No,Pending,No,0,Repeat Offender
VLT000124,Driving Without License,4922,Uttar Pradesh,2020-01-21,23:39:14,Electric Scooter,Orange,1993,West Bengal,No,NA,58,Male,0,6,Snowy,Gravel,OFF7820,Permanent,City Traffic Police,Valid,Yellow,91,146,0.14,Positive,Yes,Yes,Online,Yes,1,Warning Issued
VLT000125,Overspeeding,3662,Uttar Pradesh,2020-01-22,19:18:36,Bus,White,2011,West Bengal,NA,Yes,63,Other,37,2,Snowy,Gravel,OFF1196,Commercial,Special Task Force,Expired,Red,113,57,0.0,Not Applied,No,Yes,Online,No,8,Warning Issued
VLT000126,Illegal U Turn,564,Uttar Pradesh,2020-01-23,09:58:03,Electric Scooter,Orange,1994,Himachal Pradesh,No,NA,32,Male,0,6,Clear,Dry,OFF2180,Permanent,Highway Patrol,Valid,Red,90,195,0.0,Not Applied,No,No,Pending,No,0,First Violation
VLT000127,Mobile Phone Usage,4776,Tamil Nadu,2020-01-23,14:08:51,Bus,Green,2019,Jharkhand,NA,Yes,72,Male,37,4,Clear,Gravel,OFF1432,Learner,RTO Enforcement,Expired,Green,62,55,0.0,Not Applied,No,No,Pending,No,13,Repeat Offender
VLT000128,No Parking,1211,Manipur,2020-01-23,02:38:56,Pickup,Silver,2017,Meghalaya,NA,Yes,79,Male,3,8,Clear,Dry,OFF7017,Permanent,Highway Patrol,Valid,Red,22,37,0.0,Not Applied,Yes,No,Pending,No,12,Repeat Offender
VLT000129,Red Light Violation,3383,Uttar Pradesh,2020-01-23,19:32:12,Truck,Silver,2014,Andaman & Nicobar,NA,Yes,42,Male,3,1,Clear,Under Construction,OFF6688,Learner,Highway Patrol,Suspended,Green,93,110,0.0,Not Applied,No,No,Pending,No,14,Fine Paid On Spot
VLT000130,Driving Without License,4922,Punjab,2020-01-23,12:04:55,Motorcycle,Blue,2001,Rajasthan,Yes,NA,46,Male,1,1,Windy,Under Construction,OFF8533,Permanent,RTO Enforcement,Expired,Green,73,38,0.0,Not Applied,Yes,No,Pending,Yes,8,First Violation
VLT000131,Red Light Violation,3383,Maharashtra,2020-01-23,23:17:03,Pickup,Brown,1993,Himachal Pradesh,NA,Yes,79,Male,3,5,Clear,Dry,OFF7102,Commercial,City Traffic Police,Valid,Green,63,172,0.02,Negative,No,Yes,Online,No,6,First Violation
VLT000132,Driving Without License,4922,Goa,2020-01-23,16:04:23,Pickup,Blue,2001,Delhi,NA,Yes,25,Male,3,0,Windy,Under Construction,OFF1746,Permanent,Special Task Force,Valid,Green,89,31,0.02,Negative,Yes,No,Pending,Yes,2,Fine Paid On Spot
VLT000133,Illegal U Turn,564,Ladakh,2020-01-24,08:48:15,Bus,Other,2007,Delhi,NA,Yes,38,Male,37,7,Windy,Potholes,OFF9636,Permanent,Special Task Force,Valid,Green,93,99,0.02,Negative,No,No,Pending,No,2,Warning Issued
VLT000134,Red Light Violation,3383,Delhi,2020-01-24,00:34:45,Car,Yellow,1990,Haryana,NA,No,37,Other,2,6,Clear,Potholes,OFF1536,Permanent,Special Task Force,Valid,Red,41,0,0.02,Negative,No,Yes,Online,No,1,Repeat Offender
VLT000135,Mobile Phone Usage,4776,Uttar Pradesh,2020-01-24,21:05:56,Auto-Rickshaw,Black,2001,Delhi,NA,NA,72,Other,0,8,Clear,Dry,OFF8954,Permanent,City Traffic Police,Valid,Red,55,72,0.02,Negative,No,Yes,Online,No,8,Warning Issued
VLT000136,Overspeeding,3662,Jharkhand,2020-01-24,07:56:18,Truck,Silver,2016,Ladakh,NA,Yes,80,Male,3,2,Foggy,Wet,OFF5147,Learner,Special Task Force,Expired,Yellow,42,196,0.02,Negative,No,Yes,Online,No,19,Fine Paid On Spot
VLT000137,Overloading,3057,Tamil Nadu,2020-01-24,02:30:55,E-Rickshaw,Yellow,2015,Gujarat,NA,NA,78,Female,2,4,Clear,Dry,OFF3125,Permanent,City Traffic Police,Expired,Red,23,114,0.02,Negative,No,No,Pending,No,14,Repeat Offender
VLT000138,Overspeeding,3662,Maharashtra,2020-01-25,01:11:51,Truck,Grey,1998,Daman & Diu,NA,Yes,58,Male,3,7,Foggy,Dry,OFF8667,Commercial,RTO Enforcement,Expired,Green,109,87,0.02,Negative,No,No,Pending,No,14,Repeat Offender
VLT000139,Overloading,3057,Telangana,2020-01-25,19:44:43,Truck,Silver,2001,Ladakh,NA,Yes,44,Female,3,1,Clear,Wet,OFF3141,Commercial,City Traffic Police,Suspended,Red,85,132,0.0,Not Applied,No,Yes,Online,No,14,Fine Paid On Spot
VLT000140,Overspeeding,3662,Delhi,2020-01-26,04:54:12,Auto-Rickshaw,Black,1994,Uttar Pradesh,NA,NA,21,Male,0,1,Clear,Potholes,OFF5765,Commercial,Highway Patrol,Valid,Red,87,146,0.02,Negative,No,No,Pending,No,3,First Violation
VLT000141,Overspeeding,3662,Madhya Pradesh,2020-01-26,03:21:19,Truck,Black,2010,Daman & Diu,NA,Yes,64,Male,3,1,Windy,Dry,OFF5784,Permanent,RTO Enforcement,Valid,Yellow,94,40,0.0,Not Applied,No,Yes,Online,No,6,Warning Issued
VLT000142,Overspeeding,3662,Uttar Pradesh,2020-01-26,09:30:42,Motorcycle,Green,1991,Rajasthan,Yes,NA,71,Female,1,2,Snowy,Dry,OFF7336,Permanent,City Traffic Police,Expired,Red,84,164,0.02,Negative,No,Yes,Online,No,5,Warning Issued
VLT000143,Wrong Lane,2617,Maharashtra,2020-01-26,11:11:48,Truck,Silver,1996,Daman & Diu,NA,Yes,79,Female,3,0,Rainy,Potholes,OFF2957,Learner,RTO Enforcement,Valid,Green,110,58,0.0,Not Applied,No,Yes,Online,No,3,First Violation
VLT000144,No Parking,1211,Karnataka,2020-01-26,20:03:53,Electric Scooter,Red,1990,Delhi,No,NA,64,Male,0,5,Windy,Wet,OFF3522,Permanent,RTO Enforcement,Valid,Green,95,85,0.02,Negative,Yes,Yes,Online,No,10,First Violation
VLT000145,Overloading,3057,Gujarat,2020-01-26,03:13:26,E-Rickshaw,Red,1995,Jharkhand,NA,NA,54,Male,2,8,Clear,Wet,OFF1836,Commercial,City Traffic Police,Expired,Green,76,25,0.14,Positive,No,No,Pending,No,16,Repeat Offender
VLT000146,Mobile Phone Usage,4776,Mizoram,2020-01-26,18:25:28,Auto-Rickshaw,Red,2012,Nagaland,NA,NA,44,Male,0,2,Windy,Wet,OFF6715,Permanent,RTO Enforcement,Valid,Yellow,118,117,0.0,Not Applied,No,No,Pending,No,9,Repeat Offender
VLT000147,Overspeeding,3662,West Bengal,2020-01-26,04:55:44,Car,Other,2009,Maharashtra,NA,No,74,Male,2,3,Clear,Potholes,OFF2547,Learner,Highway Patrol,Valid,Yellow,68,77,0.0,Not Applied,No,Yes,Online,No,8,First Violation
VLT000148,Wrong Lane,2617,Maharashtra,2020-01-27,16:52:44,Van,Black,1991,West Bengal,NA,Yes,53,Male,7,0,Rainy,Potholes,OFF8285,Permanent,Highway Patrol,Valid,Green,39,141,0.0,Not Applied,No,Yes,Online,No,3,Warning Issued
VLT000149,Driving Without License,4922,Jammu & Kashmir,2020-01-27,12:13:00,Truck,White,1993,Karnataka,NA,Yes,46,Male,3,7,Foggy,Dry,OFF4348,Permanent,Highway Patrol,Expired,Green,29,68,0.0,Not Applied,Yes,No,Pending,Yes,9,Warning Issued
VLT000150,Wrong Lane,2617,Ladakh,2020-01-27,05:28:27,Tractor,Brown,2019,Delhi,NA,NA,47,Male,0,4,Clear,Potholes,OFF9176,Permanent,Highway Patrol,Expired,Red,106,67,0.02,Negative,No,No,Pending,No,9,First Violation
VLT000151,Wrong Lane,2617,Daman & Diu,2020-01-28,06:24:57,Truck,Black,2000,Jammu & Kashmir,NA,Yes,42,Male,3,8,Foggy,Wet,OFF1629,Permanent,Special Task Force,Expired,Red,107,142,0.0,Not Applied,No,Yes,Online,No,10,First Violation
VLT000152,Overspeeding,3662,Telangana,2020-01-28,13:57:48,Electric Scooter,Red,1993,Maharashtra,No,NA,48,Male,0,6,Clear,Wet,OFF8720,Permanent,Special Task Force,Expired,Yellow,24,79,0.0,Not Applied,No,Yes,Online,No,17,Repeat Offender
VLT000153,Red Light Violation,3383,Jharkhand,2020-01-28,19:58:50,E-Rickshaw,Orange,2001,Uttar Pradesh,NA,NA,29,Male,2,5,Windy,Potholes,OFF7972,Permanent,Special Task Force,Suspended,Yellow,46,143,0.0,Not Applied,No,No,Pending,No,3,Repeat Offender
VLT000154,Driving Without License,4922,Karnataka,2020-01-28,06:23:42,Truck,Grey,1995,Delhi,NA,Yes,35,Female,3,1,Clear,Dry,OFF1335,Learner,City Traffic Police,Valid,Green,108,121,0.0,Not Applied,Yes,Yes,Online,Yes,20,Warning Issued
VLT000155,No Parking,1211,Madhya Pradesh,2020-01-28,23:55:58,Car,Brown,2014,Maharashtra,NA,No,42,Female,2,3,Windy,Dry,OFF1999,Permanent,Highway Patrol,Cancelled,Green,92,47,0.0,Not Applied,Yes,Yes,Online,No,5,Repeat Offender
VLT000156,Illegal U Turn,564,Sikkim,2020-01-28,01:32:53,Bus,Silver,2011,Delhi,NA,Yes,58,Other,37,8,Clear,Wet,OFF7240,Commercial,RTO Enforcement,Valid,Red,59,109,0.0,Not Applied,No,Yes,Online,No,19,Repeat Offender
VLT000157,Overloading,3057,Nagaland,2020-01-28,17:33:40,Auto-Rickshaw,Yellow,1993,Gujarat,NA,NA,56,Other,0,7,Clear,Dry,OFF9569,Permanent,Special Task Force,Valid,Red,113,64,0.0,Not Applied,No,Yes,Online,No,14,First Violation
VLT000158,Illegal U Turn,564,Sikkim,2020-01-28,18:00:32,Scooty,Other,1994,Maharashtra,No,NA,27,Male,0,4,Rainy,Dry,OFF4586,Permanent,Special Task Force,Expired,Yellow,65,114,0.02,Negative,No,No,Pending,No,17,First Violation
VLT000159,Overspeeding,3662,Ladakh,2020-01-28,19:24:40,Auto-Rickshaw,Blue,2010,West Bengal,NA,NA,42,Male,0,6,Windy,Wet,OFF2551,Learner,RTO Enforcement,Expired,Yellow,49,63,0.02,Negative,No,Yes,Online,No,7,First Violation
VLT000160,Driving Without License,4922,Bihar,2020-01-29,17:05:49,Auto-Rickshaw,Green,1994,Manipur,NA,NA,53,Male,0,1,Windy,Potholes,OFF2399,Permanent,Special Task Force,Valid,Green,39,109,0.02,Negative,Yes,Yes,Online,Yes,13,Repeat Offender
VLT000161,Driving Without License,4922,Nagaland,2020-01-29,23:06:30,Auto-Rickshaw,Other,2000,Tamil Nadu,NA,NA,67,Other,0,8,Clear,Wet,OFF6416,Permanent,Highway Patrol,Cancelled,Green,20,83,0.0,Not Applied,Yes,Yes,Online,Yes,13,Warning Issued
VLT000162,Red Light Violation,3383,Gujarat,2020-01-29,21:07:50,Bus,Other,2010,Goa,NA,Yes,37,Male,37,3,Foggy,Wet,OFF7571,Permanent,City Traffic Police,Expired,Red,28,17,0.0,Not Applied,No,No,Pending,No,15,Repeat Offender
VLT000163,Overspeeding,3662,Andhra Pradesh,2020-01-29,22:42:46,Car,Green,1998,Andhra Pradesh,NA,No,63,Male,2,2,Windy,Potholes,OFF4131,Permanent,RTO Enforcement,Valid,Yellow,54,148,0.14,Positive,No,Yes,Online,No,3,First Violation
VLT000164,Red Light Violation,3383,Madhya Pradesh,2020-01-29,02:34:30,Motorcycle,Silver,1990,Karnataka,Yes,NA,77,Female,1,2,Rainy,Wet,OFF6715,Commercial,City Traffic Police,Expired,Green,22,106,0.02,Negative,No,Yes,Online,No,18,Repeat Offender
VLT000165,Driving Without License,4922,Lakshadweep,2020-01-30,15:06:21,Scooty,Orange,2011,Daman & Diu,No,NA,68,Female,0,2,Clear,Wet,OFF8525,Permanent,City Traffic Police,Valid,Red,66,49,0.0,Not Applied,Yes,No,Pending,Yes,7,Fine Paid On Spot
VLT000166,No Parking,1211,Puducherry,2020-01-30,21:46:51,Car,Grey,2009,Rajasthan,NA,No,53,Male,2,5,Clear,Dry,OFF8746,Commercial,Special Task Force,Suspended,Green,80,181,0.14,Positive,Yes,Yes,Online,No,20,First Violation
VLT000167,Drunk Driving,1248,Chandigarh,2020-01-31,01:20:40,Motorcycle,Blue,2006,West Bengal,Yes,NA,36,Other,1,7,Clear,Wet,OFF6763,Commercial,Highway Patrol,Suspended,Yellow,27,164,0.0,Not Applied,No,Yes,Online,Yes,0,Warning Issued
VLT000168,Overspeeding,3662,Tripura,2020-01-31,22:18:20,Auto-Rickshaw,Blue,2017,Karnataka,NA,NA,42,Female,0,7,Clear,Dry,OFF6693,Commercial,Special Task Force,Expired,Red,77,74,0.02,Negative,No,No,Pending,No,16,Fine Paid On Spot
VLT000169,Mobile Phone Usage,4776,Chhattisgarh,2020-01-31,13:58:46,Electric Scooter,Orange,2018,Karnataka,No,NA,24,Male,0,8,Clear,Potholes,OFF7621,Permanent,RTO Enforcement,Cancelled,Green,63,14,0.0,Not Applied,No,Yes,Online,No,14,First Violation
VLT000170,Overloading,3057,Odisha,2020-01-31,14:06:03,Bus,White,2003,Odisha,NA,Yes,48,Male,37,2,Clear,Dry,OFF8160,Commercial,Highway Patrol,Valid,Green,107,54,0.02,Negative,No,Yes,Online,No,7,Repeat Offender
VLT000171,Illegal U Turn,564,Goa,2020-01-31,01:04:49,Tractor,Red,2012,Delhi,NA,NA,24,Male,0,7,Windy,Wet,OFF6409,Permanent,City Traffic Police,Valid,Yellow,90,95,0.02,Negative,No,No,Pending,No,7,First Violation
VLT000172,Illegal U Turn,564,Uttarakhand,2020-01-31,17:24:47,Car,Green,1997,Delhi,NA,No,58,Male,2,4,Rainy,Gravel,OFF4806,Permanent,Special Task Force,Valid,Yellow,114,125,0.14,Positive,No,No,Pending,No,15,First Violation
VLT000173,Overspeeding,3662,Rajasthan,2020-02-01,12:39:23,Scooty,Orange,2008,Delhi,No,NA,55,Female,0,1,Clear,Potholes,OFF6744,Commercial,Highway Patrol,Cancelled,Yellow,83,45,0.02,Negative,No,No,Pending,No,13,First Violation
VLT000174,Illegal U Turn,564,West Bengal,2020-02-01,08:27:35,Truck,Orange,1995,Daman & Diu,NA,Yes,21,Female,3,3,Rainy,Wet,OFF2248,Permanent,Special Task Force,Valid,Green,50,20,0.0,Not Applied,No,Yes,Online,No,12,First Violation
VLT000175,Mobile Phone Usage,4776,Uttar Pradesh,2020-02-01,13:05:34,Car,Silver,1995,Uttar Pradesh,NA,No,26,Male,2,2,Snowy,Dry,OFF7704,Commercial,RTO Enforcement,Expired,Green,55,34,0.0,Not Applied,No,Yes,Online,No,0,Fine Paid On Spot
VLT000176,Overspeeding,3662,Chhattisgarh,2020-02-01,17:57:44,Truck,White,2006,West Bengal,NA,Yes,60,Female,3,7,Windy,Dry,OFF9536,Permanent,City Traffic Police,Valid,Red,65,114,0.14,Positive,No,No,Pending,No,17,First Violation
VLT000177,Overspeeding,3662,Uttar Pradesh,2020-02-02,13:34:46,Electric Scooter,Other,2003,Chandigarh,No,NA,52,Male,0,6,Clear,Potholes,OFF2995,Permanent,RTO Enforcement,Valid,Yellow,71,150,0.14,Positive,No,Yes,Online,No,9,Warning Issued
VLT000178,Driving Without License,4922,Andhra Pradesh,2020-02-03,13:36:58,Auto-Rickshaw,Grey,2018,Maharashtra,NA,NA,60,Other,0,8,Windy,Dry,OFF5566,Permanent,Highway Patrol,Valid,Yellow,27,150,0.0,Not Applied,Yes,Yes,Online,Yes,1,Repeat Offender
VLT000179,Driving Without License,4922,Tamil Nadu,2020-02-03,13:53:09,E-Rickshaw,Other,2000,Nagaland,NA,NA,62,Male,2,4,Clear,Wet,OFF5579,Commercial,RTO Enforcement,Valid,Yellow,63,154,0.0,Not Applied,Yes,No,Pending,Yes,15,Fine Paid On Spot
VLT000180,Mobile Phone Usage,4776,Tripura,2020-02-03,15:57:09,Electric Scooter,Blue,1994,Karnataka,No,NA,44,Male,0,8,Rainy,Wet,OFF8148,Commercial,Highway Patrol,Expired,Yellow,33,32,0.0,Not Applied,No,No,Pending,No,5,Repeat Offender
VLT000181,Mobile Phone Usage,4776,Uttarakhand,2020-02-03,10:22:33,Car,Green,1998,Madhya Pradesh,NA,No,61,Male,2,5,Clear,Dry,OFF3864,Permanent,RTO Enforcement,Cancelled,Yellow,38,45,0.0,Not Applied,No,No,Pending,No,2,Repeat Offender
VLT000182,Overloading,3057,Chandigarh,2020-02-03,16:09:29,Van,Red,2019,West Bengal,NA,Yes,29,Male,7,0,Clear,Wet,OFF3988,Commercial,RTO Enforcement,Suspended,Green,104,121,0.0,Not Applied,No,No,Pending,No,12,Repeat Offender
VLT000183,Mobile Phone Usage,4776,Dadra & Nagar Haveli,2020-02-03,12:50:29,Motorcycle,Yellow,1994,Tripura,Yes,NA,46,Male,1,7,Rainy,Potholes,OFF7221,Permanent,Highway Patrol,Cancelled,Green,117,127,0.0,Not Applied,No,Yes,Online,No,15,Repeat Offender
VLT000184,No Parking,1211,Puducherry,2020-02-03,23:24:55,Truck,White,1994,Odisha,NA,Yes,26,Female,3,7,Clear,Wet,OFF6272,Learner,Special Task Force,Expired,Green,81,50,0.02,Negative,Yes,Yes,Online,No,15,First Violation
VLT000185,Illegal U Turn,564,Uttar Pradesh,2020-02-04,23:59:33,Auto-Rickshaw,Silver,2011,Andhra Pradesh,NA,NA,64,Male,0,3,Foggy,Gravel,OFF1312,Permanent,Highway Patrol,Valid,Red,51,77,0.02,Negative,No,No,Pending,No,12,Fine Paid On Spot
VLT000186,Illegal U Turn,564,Karnataka,2020-02-04,07:23:38,Car,Orange,1992,Rajasthan,NA,No,66,Female,2,4,Windy,Dry,OFF5575,Permanent,Special Task Force,Valid,Green,92,89,0.14,Positive,No,No,Pending,No,2,First Violation
VLT000187,Red Light Violation,3383,Rajasthan,2020-02-05,19:16:08,Truck,Red,2004,Meghalaya,NA,Yes,61,Other,3,6,Windy,Dry,OFF4214,Permanent,City Traffic Police,Valid,Red,33,53,0.0,Not Applied,No,Yes,Online,No,8,First Violation
VLT000188,Overspeeding,3662,Madhya Pradesh,2020-02-05,12:42:24,Van,Blue,2009,Rajasthan,NA,Yes,63,Male,7,2,Rainy,Dry,OFF4125,Commercial,Highway Patrol,Cancelled,Red,47,58,0.0,Not Applied,No,No,Pending,No,9,Warning Issued
VLT000189,Driving Without License,4922,Sikkim,2020-02-05,14:57:47,Electric Scooter,Brown,2005,Bihar,No,NA,39,Other,0,3,Foggy,Dry,OFF6728,Permanent,City Traffic Police,Valid,Yellow,69,128,0.0,Not Applied,Yes,No,Pending,Yes,4,Repeat Offender
VLT000190,Wrong Lane,2617,Delhi,2020-02-05,12:00:54,Scooty,Orange,1994,Tripura,No,NA,41,Female,0,2,Rainy,Wet,OFF6588,Permanent,Special Task Force,Cancelled,Yellow,27,157,0.0,Not Applied,No,Yes,Online,No,6,First Violation
VLT000191,Red Light Violation,3383,Meghalaya,2020-02-05,06:37:38,Motorcycle,Grey,2003,Delhi,Yes,NA,18,Male,1,7,Foggy,Potholes,OFF6644,Permanent,Highway Patrol,Valid,Red,100,114,0.0,Not Applied,No,No,Pending,No,13,First Violation
VLT000192,Overspeeding,3662,Rajasthan,2020-02-06,11:29:34,Electric Scooter,Yellow,2015,Uttar Pradesh,No,NA,24,Other,0,7,Clear,Dry,OFF1425,Permanent,City Traffic Police,Expired,Red,76,118,0.0,Not Applied,No,Yes,Online,No,19,First Violation
